catalogNumber,tegula_cm,scale_cm,data_collector,Filename,notes,itd_corrected
UCSB-IZC00034540,0.129,0.5,hanyang,UCSB-IZC00034540.jpg,NA,0.129
UCSB-IZC00034542,0.161,0.499,hanyang,UCSB-IZC00034542.jpg,NA,0.16132264529058116
UCSB-IZC00034545,0.152,0.501,hanyang,UCSB-IZC00034545.jpg,NA,0.15169660678642713
UCSB-IZC00034556,0.161,0.504,hanyang,UCSB-IZC00034556.jpg,NA,0.15972222222222224
UCSB-IZC00034557,0.163,0.5,hanyang,UCSB-IZC00034557.jpg,NA,0.163
UCSB-IZC00034564,0.159,0.504,hanyang,UCSB-IZC00034564.jpg,NA,0.15773809523809523
UCSB-IZC00034582,0.162,0.498,hanyang,UCSB-IZC00034582.jpg,NA,0.16265060240963855
UCSB-IZC00034588,0.146,0.498,hanyang,UCSB-IZC00034588.jpg,NA,0.1465863453815261
UCSB-IZC00034594,0.147,0.502,hanyang,UCSB-IZC00034594.jpg,NA,0.14641434262948205
UCSB-IZC00034607,0.148,0.5,hanyang,UCSB-IZC00034607.jpg,NA,0.148
UCSB-IZC00034612,0.136,0.501,hanyang,UCSB-IZC00034612.jpg,NA,0.13572854291417166
UCSB-IZC00034615,0.154,0.5,hanyang,UCSB-IZC00034615.jpg,NA,0.154
UCSB-IZC00034993,0.146,0.498,hanyang,UCSB-IZC00034993.jpg,NA,0.1465863453815261
UCSB-IZC00034994,0.153,0.502,hanyang,UCSB-IZC00034994.jpg,NA,0.15239043824701196
UCSB-IZC00035077,0.146,0.501,hanyang,UCSB-IZC00035077.jpg,NA,0.14570858283433133
UCSB-IZC00035100,0.159,0.502,hanyang,UCSB-IZC00035100.jpg,NA,0.15836653386454183
UCSB-IZC00035351,0.154,0.499,hanyang,UCSB-IZC00035351.jpg,NA,0.15430861723446893
UCSB-IZC00035355,0.188,0.5,hanyang,UCSB-IZC00035355.jpg,NA,0.188
UCSB-IZC00035615,0.163,0.499,hanyang,UCSB-IZC00035615.jpg,NA,0.16332665330661322
UCSB-IZC00035851,0.204,0.502,hanyang,UCSB-IZC00035851.jpg,NA,0.20318725099601592
UCSB-IZC00035872,0.209,0.5,hanyang,UCSB-IZC00035872.jpg,NA,0.209
UCSB-IZC00035943,0.212,0.499,hanyang,UCSB-IZC00035943.jpg,NA,0.2124248496993988
UCSB-IZC00035949,0.2,0.503,hanyang,UCSB-IZC00035949.jpg,NA,0.1988071570576541
UCSB-IZC00035955,0.209,0.501,hanyang,UCSB-IZC00035955.jpg,NA,0.2085828343313373
UCSB-IZC00035984,0.177,0.499,hanyang,UCSB-IZC00035984.jpg,NA,0.17735470941883766
UCSB-IZC00036003,0.178,0.498,hanyang,UCSB-IZC00036003.jpg,NA,0.178714859
UCSB-IZC00036007,0.211,0.501,hanyang,UCSB-IZC00036007.jpg,NA,0.21057884231536925
UCSB-IZC00036009,0.183,0.499,hanyang,UCSB-IZC00036009.jpg,NA,0.18336673346693386
UCSB-IZC00036013,0.223,0.498,hanyang,UCSB-IZC00036013.jpg,NA,0.22389558232931728
UCSB-IZC00036017,0.201,0.499,hanyang,UCSB-IZC00036017.jpg,NA,0.20140280561122245
UCSB-IZC00036022,0.19,0.502,hanyang,UCSB-IZC00036022.jpg,NA,0.1892430278884462
UCSB-IZC00036025,0.221,0.497,hanyang,UCSB-IZC00036025.jpg,NA,0.22233400402414488
UCSB-IZC00036033,0.214,0.497,hanyang,UCSB-IZC00036033.jpg,NA,0.2152917505030181
UCSB-IZC00036044,0.195,0.501,hanyang,UCSB-IZC00036044.jpg,NA,0.19461077844311378
UCSB-IZC00036055,0.219,0.5,hanyang,UCSB-IZC00036055.jpg,NA,0.219
UCSB-IZC00036129,0.195,0.503,hanyang,UCSB-IZC00036129.jpg,NA,0.19383697813121273
UCSB-IZC00036134,0.175,0.503,hanyang,UCSB-IZC00036134.jpg,NA,0.17395626242544732
UCSB-IZC00036140,0.207,0.497,hanyang,UCSB-IZC00036140.jpg,NA,0.20824949698189135
UCSB-IZC00036147,0.191,0.502,hanyang,UCSB-IZC00036147.jpg,NA,0.1902390438247012
UCSB-IZC00036148,0.213,0.5,hanyang,UCSB-IZC00036148.jpg,NA,0.213
UCSB-IZC00036153,0.183,0.5,hanyang,UCSB-IZC00036153.jpg,NA,0.183
UCSB-IZC00036159,0.212,0.502,hanyang,UCSB-IZC00036159.jpg,NA,0.21115537848605578
UCSB-IZC00036169,0.207,0.498,hanyang,UCSB-IZC00036169.jpg,NA,0.20783132530120482
UCSB-IZC00036172,0.199,0.499,hanyang,UCSB-IZC00036172.jpg,NA,0.19939879759519039
UCSB-IZC00036177,0.188,0.5,hanyang,UCSB-IZC00036177.jpg,NA,0.188
UCSB-IZC00036226,0.191,0.502,hanyang,UCSB-IZC00036226.jpg,NA,0.1902390438247012
UCSB-IZC00036256,0.21,0.501,hanyang,UCSB-IZC00036256.jpg,NA,0.20958083832335328
UCSB-IZC00036274,0.182,0.502,hanyang,UCSB-IZC00036274.jpg,NA,0.18127490039840638
UCSB-IZC00036280,0.177,0.499,hanyang,UCSB-IZC00036280.jpg,NA,0.17735470941883766
UCSB-IZC00036291,0.183,0.502,hanyang,UCSB-IZC00036291.jpg,NA,0.18227091633466136
UCSB-IZC00036301,0.19,0.503,hanyang,UCSB-IZC00036301.jpg,NA,0.18886679920477137
UCSB-IZC00036303,0.195,0.501,hanyang,UCSB-IZC00036303.jpg,NA,0.19461077844311378
UCSB-IZC00036306,0.206,0.5,hanyang,UCSB-IZC00036306.jpg,NA,0.206
UCSB-IZC00036307,0.213,0.498,hanyang,UCSB-IZC00036307.jpg,NA,0.21385542168674698
UCSB-IZC00036314,0.157,0.502,hanyang,UCSB-IZC00036314.jpg,NA,0.15637450199203187
UCSB-IZC00036315,0.215,0.502,hanyang,UCSB-IZC00036315.jpg,NA,0.21414342629482072
UCSB-IZC00036320,0.211,0.499,hanyang,UCSB-IZC00036320.jpg,NA,0.21142284569138275
UCSB-IZC00036324,0.197,0.503,hanyang,UCSB-IZC00036324.jpg,NA,0.19582504970178927
UCSB-IZC00036326,0.19,0.497,hanyang,UCSB-IZC00036326.jpg,NA,0.19114688128772636
UCSB-IZC00036329,0.18,0.502,hanyang,UCSB-IZC00036329.jpg,NA,0.1792828685258964
UCSB-IZC00036341,0.2,0.5,hanyang,UCSB-IZC00036341.jpg,NA,0.2
UCSB-IZC00036342,0.181,0.501,hanyang,UCSB-IZC00036342.jpg,NA,0.18063872255489022
UCSB-IZC00036353,0.198,0.499,hanyang,UCSB-IZC00036353.jpg,NA,0.19839679358717435
UCSB-IZC00036424,0.208,0.498,hanyang,UCSB-IZC00036424.jpg,NA,0.20883534136546184
UCSB-IZC00036433,0.197,0.499,hanyang,UCSB-IZC00036433.jpg,NA,0.19739478957915832
UCSB-IZC00036437,0.211,0.501,hanyang,UCSB-IZC00036437.jpg,NA,0.21057884231536925
UCSB-IZC00036438,0.178,0.5,hanyang,UCSB-IZC00036438.jpg,NA,0.178
UCSB-IZC00036447,0.18,0.501,hanyang,UCSB-IZC00036447.jpg,NA,0.17964071856287425
UCSB-IZC00036453,0.195,0.499,hanyang,UCSB-IZC00036453.jpg,NA,0.19539078156312625
UCSB-IZC00036455,0.205,0.497,hanyang,UCSB-IZC00036455.jpg,NA,0.2062374245472837
UCSB-IZC00036456,0.183,0.501,hanyang,UCSB-IZC00036456.jpg,NA,0.18263473053892215
UCSB-IZC00036466,0.197,0.502,hanyang,UCSB-IZC00036466.jpg,NA,0.1962151394422311
UCSB-IZC00036474,0.167,0.498,hanyang,UCSB-IZC00036474.jpg,NA,0.1676706827309237
UCSB-IZC00036541,0.177,0.501,hanyang,UCSB-IZC00036541.jpg,NA,0.17664670658682632
UCSB-IZC00036544,0.198,0.5,hanyang,UCSB-IZC00036544.jpg,NA,0.198
UCSB-IZC00036550,0.2,0.503,hanyang,UCSB-IZC00036550.jpg,NA,0.1988071570576541
UCSB-IZC00036558,0.186,0.502,hanyang,UCSB-IZC00036558.jpg,NA,0.1852589641434263
UCSB-IZC00036564,0.214,0.502,hanyang,UCSB-IZC00036564.jpg,NA,0.21314741035856574
UCSB-IZC00036571,0.207,0.498,hanyang,UCSB-IZC00036571.jpg,NA,0.20783132530120482
UCSB-IZC00036576,0.209,0.505,hanyang,UCSB-IZC00036576.jpg,NA,0.20693069306930692
UCSB-IZC00036581,0.19,0.502,hanyang,UCSB-IZC00036581.jpg,NA,0.1892430278884462
UCSB-IZC00036582,0.192,0.5,hanyang,UCSB-IZC00036582.jpg,NA,0.192
UCSB-IZC00036586,0.163,0.5,hanyang,UCSB-IZC00036586.jpg,NA,0.163
UCSB-IZC00036587,0.19,0.501,hanyang,UCSB-IZC00036587.jpg,NA,0.18962075848303395
UCSB-IZC00036589,0.202,0.499,hanyang,UCSB-IZC00036589.jpg,NA,0.20240480961923848
UCSB-IZC00036592,0.201,0.502,hanyang,UCSB-IZC00036592.jpg,NA,0.200199203
UCSB-IZC00036601,0.18,0.499,hanyang,UCSB-IZC00036601.jpg,NA,0.18036072144288576
UCSB-IZC00036602,0.193,0.503,hanyang,UCSB-IZC00036602.jpg,NA,0.1918489065606362
UCSB-IZC00036603,0.213,0.497,hanyang,UCSB-IZC00036603.jpg,NA,0.21428571428571427
UCSB-IZC00036610,0.201,0.499,hanyang,UCSB-IZC00036610.jpg,NA,0.20140280561122245
UCSB-IZC00036620,0.184,0.498,hanyang,UCSB-IZC00036620.jpg,NA,0.18473895582329317
UCSB-IZC00036621,0.177,0.5,hanyang,UCSB-IZC00036621.jpg,NA,0.177
UCSB-IZC00036623,0.21,0.503,hanyang,UCSB-IZC00036623.jpg,NA,0.20874751491053678
UCSB-IZC00036628,0.165,0.501,hanyang,UCSB-IZC00036628.jpg,NA,0.16467065868263475
UCSB-IZC00036633,0.215,0.498,hanyang,UCSB-IZC00036633.jpg,NA,0.21586345381526104
UCSB-IZC00036634,0.204,0.5,hanyang,UCSB-IZC00036634.jpg,NA,0.204
UCSB-IZC00036635,0.191,0.499,hanyang,UCSB-IZC00036635.jpg,NA,0.19138276553106212
UCSB-IZC00036637,0.2,0.502,hanyang,UCSB-IZC00036637.jpg,NA,0.19920318725099603
UCSB-IZC00036639,0.231,0.501,hanyang,UCSB-IZC00036639.jpg,NA,0.23053892215568864
UCSB-IZC00036646,0.204,0.499,hanyang,UCSB-IZC00036646.jpg,NA,0.20440881763527052
UCSB-IZC00036647,0.2,0.498,hanyang,UCSB-IZC00036647.jpg,NA,0.20080321285140562
UCSB-IZC00036700,0.179,0.503,hanyang,UCSB-IZC00036700.jpg,NA,0.1779324055666004
UCSB-IZC00036724,0.206,0.5,hanyang,UCSB-IZC00036724.jpg,NA,0.206
UCSB-IZC00036733,0.183,0.5,hanyang,UCSB-IZC00036733.jpg,NA,0.183
UCSB-IZC00036737,0.203,0.502,hanyang,UCSB-IZC00036737.jpg,NA,0.20219123505976097
UCSB-IZC00036748,0.224,0.5,hanyang,UCSB-IZC00036748.jpg,NA,0.224
UCSB-IZC00036756,0.177,0.5,hanyang,UCSB-IZC00036756.jpg,NA,0.177
UCSB-IZC00036757,0.185,0.499,hanyang,UCSB-IZC00036757.jpg,NA,0.18537074148296592
UCSB-IZC00036762,0.194,0.502,hanyang,UCSB-IZC00036762.jpg,NA,0.19322709163346613
UCSB-IZC00036765,0.189,0.499,hanyang,UCSB-IZC00036765.jpg,NA,0.18937875751503006
UCSB-IZC00036766,0.206,0.501,hanyang,UCSB-IZC00036766.jpg,NA,0.2055888223552894
UCSB-IZC00036771,0.213,0.501,hanyang,UCSB-IZC00036771.jpg,NA,0.21257485029940118
UCSB-IZC00036772,0.208,0.498,hanyang,UCSB-IZC00036772.jpg,NA,0.20883534136546184
UCSB-IZC00036840,0.209,0.503,hanyang,UCSB-IZC00036840.jpg,NA,0.2077534791252485
UCSB-IZC00036889,0.186,0.503,hanyang,UCSB-IZC00036889.jpg,NA,0.1848906560636183
UCSB-IZC00036892,0.115,0.502,hanyang,UCSB-IZC00036892.jpg,NA,0.11454183266932272
UCSB-IZC00036921,0.201,0.501,hanyang,UCSB-IZC00036921.jpg,NA,0.20059880239520958
UCSB-IZC00036933,0.214,0.503,hanyang,UCSB-IZC00036933.jpg,NA,0.21272365805168986
UCSB-IZC00036943,0.223,0.502,hanyang,UCSB-IZC00036943.jpg,NA,0.22211155378486055
UCSB-IZC00036946,0.22,0.5,hanyang,UCSB-IZC00036946.jpg,NA,0.22
UCSB-IZC00036950,0.205,0.502,hanyang,UCSB-IZC00036950.jpg,NA,0.2041832669322709
UCSB-IZC00036981,0.19,0.502,hanyang,UCSB-IZC00036981.jpg,NA,0.1892430278884462
UCSB-IZC00037085,0.215,0.5,hanyang,UCSB-IZC00037085.jpg,NA,0.215
UCSB-IZC00037089,0.191,0.5,hanyang,UCSB-IZC00037089.jpg,NA,0.191
UCSB-IZC00037095,0.192,0.5,hanyang,UCSB-IZC00037095.jpg,NA,0.192
UCSB-IZC00037107,0.207,0.498,hanyang,UCSB-IZC00037107.jpg,NA,0.20783132530120482
UCSB-IZC00037115,0.175,0.502,hanyang,UCSB-IZC00037115.jpg,NA,0.1743027888446215
UCSB-IZC00037128,0.199,0.501,hanyang,UCSB-IZC00037128.jpg,NA,0.19860279441117765
UCSB-IZC00037139,0.197,0.5,hanyang,UCSB-IZC00037139.jpg,NA,0.197
UCSB-IZC00037202,0.195,0.501,hanyang,UCSB-IZC00037202.jpg,NA,0.19461077844311378
UCSB-IZC00037203,0.175,0.503,hanyang,UCSB-IZC00037203.jpg,NA,0.17395626242544732
UCSB-IZC00037211,0.208,0.5,hanyang,UCSB-IZC00037211.jpg,NA,0.208
UCSB-IZC00037213,0.207,0.502,hanyang,UCSB-IZC00037213.jpg,NA,0.20617529880478086
UCSB-IZC00037223,0.201,0.502,hanyang,UCSB-IZC00037223.jpg,NA,0.200199203
UCSB-IZC00037232,0.193,0.501,hanyang,UCSB-IZC00037232.jpg,NA,0.19261477045908185
UCSB-IZC00037241,0.195,0.499,hanyang,UCSB-IZC00037241.jpg,NA,0.19539078156312625
UCSB-IZC00037242,0.201,0.497,hanyang,UCSB-IZC00037242.jpg,NA,0.20221327967806843
UCSB-IZC00037244,0.211,0.501,hanyang,UCSB-IZC00037244.jpg,NA,0.21057884231536925
UCSB-IZC00037247,0.2,0.502,hanyang,UCSB-IZC00037247.jpg,NA,0.19920318725099603
UCSB-IZC00037252,0.209,0.5,hanyang,UCSB-IZC00037252.jpg,NA,0.209
UCSB-IZC00037256,0.204,0.501,hanyang,UCSB-IZC00037256.jpg,NA,0.20359281437125748
UCSB-IZC00037341,0.205,0.503,hanyang,UCSB-IZC00037341.jpg,NA,0.20377733598409542
UCSB-IZC00037446,0.214,0.503,hanyang,UCSB-IZC00037446.jpg,NA,0.21272365805168986
UCSB-IZC00037470,0.197,0.498,hanyang,UCSB-IZC00037470.jpg,NA,0.19779116465863456
UCSB-IZC00037695,0.188,0.503,hanyang,UCSB-IZC00037695.jpg,NA,0.18687872763419483
UCSB-IZC00037698,0.192,0.501,hanyang,UCSB-IZC00037698.jpg,NA,0.19161676646706588
UCSB-IZC00037707,0.204,0.503,hanyang,UCSB-IZC00037707.jpg,NA,0.20278330019880714
UCSB-IZC00037720,0.202,0.5,hanyang,UCSB-IZC00037720.jpg,NA,0.202
UCSB-IZC00038568,0.203,0.5,hanyang,UCSB-IZC00038568.jpg,NA,0.203
UCSB-IZC00038573,0.209,0.497,hanyang,UCSB-IZC00038573.jpg,NA,0.21026156941649898
UCSB-IZC00038612,0.188,0.503,hanyang,UCSB-IZC00038612.jpg,NA,0.18687872763419483
UCSB-IZC00038656,0.197,0.501,hanyang,UCSB-IZC00038656.jpg,NA,0.1966067864271457
UCSB-IZC00038705,0.209,0.5,hanyang,UCSB-IZC00038705.jpg,NA,0.209
UCSB-IZC00038711,0.207,0.501,hanyang,UCSB-IZC00038711.jpg,NA,0.20658682634730538
UCSB-IZC00038770,0.227,0.502,hanyang,UCSB-IZC00038770.jpg,NA,0.22609561752988047
UCSB-IZC00038774,0.186,0.498,hanyang,UCSB-IZC00038774.jpg,NA,0.18674698795180722
UCSB-IZC00038777,0.214,0.499,hanyang,UCSB-IZC00038777.jpg,NA,0.21442885771543085
UCSB-IZC00038808,0.205,0.503,hanyang,UCSB-IZC00038808.jpg,NA,0.20377733598409542
UCSB-IZC00038814,0.213,0.502,hanyang,UCSB-IZC00038814.jpg,NA,0.21215139442231076
UCSB-IZC00038816,0.203,0.5,hanyang,UCSB-IZC00038816.jpg,NA,0.203
UCSB-IZC00038828,0.179,0.503,hanyang,UCSB-IZC00038828.jpg,NA,0.1779324055666004
UCSB-IZC00038830,0.196,0.499,hanyang,UCSB-IZC00038830.jpg,NA,0.1963927855711423
UCSB-IZC00038833,0.217,0.501,hanyang,UCSB-IZC00038833.jpg,NA,0.21656686626746507
UCSB-IZC00038844,0.209,0.502,hanyang,UCSB-IZC00038844.jpg,NA,0.20816733067729082
UCSB-IZC00038845,0.203,0.503,hanyang,UCSB-IZC00038845.jpg,NA,0.2017892644135189
UCSB-IZC00038873,0.204,0.501,hanyang,UCSB-IZC00038873.jpg,NA,0.20359281437125748
UCSB-IZC00038875,0.207,0.5,hanyang,UCSB-IZC00038875.jpg,NA,0.207
UCSB-IZC00038909,0.205,0.503,hanyang,UCSB-IZC00038909.jpg,NA,0.20377733598409542
UCSB-IZC00039302,0.196,0.497,hanyang,UCSB-IZC00039302.jpg,NA,0.1971830985915493
UCSB-IZC00039309,0.204,0.504,hanyang,UCSB-IZC00039309.jpg,NA,0.20238095238095236
UCSB-IZC00039723,0.183,0.499,hanyang,UCSB-IZC00039723.jpg,NA,0.18336673346693386
UCSB-IZC00039728,0.206,0.5,hanyang,UCSB-IZC00039728.jpg,NA,0.206
UCSB-IZC00039729,0.214,0.5,hanyang,UCSB-IZC00039729.jpg,NA,0.214
UCSB-IZC00039743,0.197,0.503,hanyang,UCSB-IZC00039743.jpg,NA,0.19582504970178927
UCSB-IZC00039748,0.21,0.499,hanyang,UCSB-IZC00039748.jpg,NA,0.21042084168336672
UCSB-IZC00039750,0.217,0.502,hanyang,UCSB-IZC00039750.jpg,NA,0.21613545816733068
UCSB-IZC00039762,0.218,0.499,hanyang,UCSB-IZC00039762.jpg,NA,0.218436874
UCSB-IZC00039767,0.224,0.502,hanyang,UCSB-IZC00039767.jpg,NA,0.22310756972111553
UCSB-IZC00039769,0.212,0.5,hanyang,UCSB-IZC00039769.jpg,NA,0.212
UCSB-IZC00039868,0.203,0.498,hanyang,UCSB-IZC00039868.jpg,NA,0.20381526104417672
UCSB-IZC00039879,0.204,0.501,hanyang,UCSB-IZC00039879.jpg,NA,0.20359281437125748
UCSB-IZC00039886,0.196,0.502,hanyang,UCSB-IZC00039886.jpg,NA,0.1952191235059761
UCSB-IZC00039956,0.208,0.501,hanyang,UCSB-IZC00039956.jpg,NA,0.20758483033932135
UCSB-IZC00040261,0.216,0.499,hanyang,UCSB-IZC00040261.jpg,NA,0.21643286573146292
UCSB-IZC00040268,0.207,0.503,hanyang,UCSB-IZC00040268.jpg,NA,0.20576540755467196
UCSB-IZC00040276,0.198,0.502,hanyang,UCSB-IZC00040276.jpg,NA,0.19721115537848607
UCSB-IZC00040284,0.208,0.499,hanyang,UCSB-IZC00040284.jpg,NA,0.20841683366733466
UCSB-IZC00040285,0.208,0.5,hanyang,UCSB-IZC00040285.jpg,NA,0.208
UCSB-IZC00040411,0.214,0.501,hanyang,UCSB-IZC00040411.jpg,NA,0.21357285429141717
UCSB-IZC00040421,0.204,0.503,hanyang,UCSB-IZC00040421.jpg,NA,0.20278330019880714
UCSB-IZC00040424,0.211,0.499,hanyang,UCSB-IZC00040424.jpg,NA,0.21142284569138275
UCSB-IZC00040428,0.209,0.498,hanyang,UCSB-IZC00040428.jpg,NA,0.20983935742971888
UCSB-IZC00040432,0.207,0.501,hanyang,UCSB-IZC00040432.jpg,NA,0.20658682634730538
UCSB-IZC00040441,0.21,0.503,hanyang,UCSB-IZC00040441.jpg,NA,0.20874751491053678
UCSB-IZC00040447,0.206,0.503,hanyang,UCSB-IZC00040447.jpg,NA,0.20477137176938368
UCSB-IZC00040751,0.198,0.501,hanyang,UCSB-IZC00040751.jpg,NA,0.19760479041916168
UCSB-IZC00040783,0.214,0.501,hanyang,UCSB-IZC00040783.jpg,NA,0.21357285429141717
UCSB-IZC00040787,0.194,0.503,hanyang,UCSB-IZC00040787.jpg,NA,0.19284294234592445
UCSB-IZC00040801,0.206,0.5,hanyang,UCSB-IZC00040801.jpg,NA,0.206
UCSB-IZC00040812,0.211,0.501,hanyang,UCSB-IZC00040812.jpg,NA,0.21057884231536925
UCSB-IZC00040823,0.209,0.503,hanyang,UCSB-IZC00040823.jpg,NA,0.2077534791252485
UCSB-IZC00040827,0.205,0.499,hanyang,UCSB-IZC00040827.jpg,NA,0.20541082164328656
UCSB-IZC00040828,0.216,0.498,hanyang,UCSB-IZC00040828.jpg,NA,0.21686746987951808
UCSB-IZC00040841,0.222,0.503,hanyang,UCSB-IZC00040841.jpg,NA,0.22067594433399604
UCSB-IZC00040843,0.215,0.501,hanyang,UCSB-IZC00040843.jpg,NA,0.21457085828343314
UCSB-IZC00040844,0.203,0.5,hanyang,UCSB-IZC00040844.jpg,NA,0.203
UCSB-IZC00040845,0.219,0.501,hanyang,UCSB-IZC00040845.jpg,NA,0.218562874
UCSB-IZC00040846,0.192,0.503,hanyang,UCSB-IZC00040846.jpg,NA,0.1908548707753479
UCSB-IZC00040851,0.216,0.5,hanyang,UCSB-IZC00040851.jpg,NA,0.216
UCSB-IZC00040855,0.214,0.499,hanyang,UCSB-IZC00040855.jpg,NA,0.21442885771543085
UCSB-IZC00040857,0.204,0.502,hanyang,UCSB-IZC00040857.jpg,NA,0.20318725099601592
UCSB-IZC00040866,0.208,0.501,hanyang,UCSB-IZC00040866.jpg,NA,0.20758483033932135
UCSB-IZC00040880,0.216,0.499,hanyang,UCSB-IZC00040880.jpg,NA,0.21643286573146292
UCSB-IZC00040882,0.21,0.499,hanyang,UCSB-IZC00040882.jpg,NA,0.21042084168336672
UCSB-IZC00040891,0.197,0.502,hanyang,UCSB-IZC00040891.jpg,NA,0.1962151394422311
UCSB-IZC00040926,0.215,0.497,hanyang,UCSB-IZC00040926.jpg,NA,0.21629778672032193
UCSB-IZC00040965,0.171,0.497,hanyang,UCSB-IZC00040965.jpg,NA,0.17203219315895374
UCSB-IZC00040968,0.192,0.5,hanyang,UCSB-IZC00040968.jpg,NA,0.192
UCSB-IZC00040984,0.195,0.501,hanyang,UCSB-IZC00040984.jpg,NA,0.19461077844311378
UCSB-IZC00040995,0.209,0.498,hanyang,UCSB-IZC00040995.jpg,NA,0.20983935742971888
UCSB-IZC00040999,0.202,0.498,hanyang,UCSB-IZC00040999.jpg,NA,0.2028112449799197
UCSB-IZC00041008,0.21,0.502,hanyang,UCSB-IZC00041008.jpg,NA,0.2091633466135458
UCSB-IZC00041011,0.215,0.501,hanyang,UCSB-IZC00041011.jpg,NA,0.21457085828343314
UCSB-IZC00041017,0.2,0.501,hanyang,UCSB-IZC00041017.jpg,NA,0.1996007984031936
UCSB-IZC00041020,0.207,0.501,hanyang,UCSB-IZC00041020.jpg,NA,0.20658682634730538
UCSB-IZC00041024,0.202,0.499,hanyang,UCSB-IZC00041024.jpg,NA,0.20240480961923848
UCSB-IZC00041031,0.212,0.498,hanyang,UCSB-IZC00041031.jpg,NA,0.21285140562248994
UCSB-IZC00041034,0.187,0.5,hanyang,UCSB-IZC00041034.jpg,NA,0.187
UCSB-IZC00041040,0.188,0.499,hanyang,UCSB-IZC00041040.jpg,NA,0.18837675350701402
UCSB-IZC00041461,0.204,0.5,hanyang,UCSB-IZC00041461.jpg,NA,0.204
UCSB-IZC00041462,0.216,0.503,hanyang,UCSB-IZC00041462.jpg,NA,0.2147117296222664
UCSB-IZC00041467,0.194,0.501,hanyang,UCSB-IZC00041467.jpg,NA,0.1936127744510978
UCSB-IZC00041480,0.205,0.5,hanyang,UCSB-IZC00041480.jpg,NA,0.205
UCSB-IZC00041482,0.21,0.5,hanyang,UCSB-IZC00041482.jpg,NA,0.21
UCSB-IZC00041489,0.2,0.498,hanyang,UCSB-IZC00041489.jpg,NA,0.20080321285140562
UCSB-IZC00041508,0.195,0.502,hanyang,UCSB-IZC00041508.jpg,NA,0.1942231075697211
UCSB-IZC00041511,0.21,0.5,hanyang,UCSB-IZC00041511.jpg,NA,0.21
UCSB-IZC00041512,0.209,0.498,hanyang,UCSB-IZC00041512.jpg,NA,0.20983935742971888
UCSB-IZC00041517,0.206,0.498,hanyang,UCSB-IZC00041517.jpg,NA,0.20682730923694778
UCSB-IZC00041520,0.199,0.5,hanyang,UCSB-IZC00041520.jpg,NA,0.199
UCSB-IZC00041521,0.213,0.502,hanyang,UCSB-IZC00041521.jpg,NA,0.21215139442231076
UCSB-IZC00041535,0.208,0.498,hanyang,UCSB-IZC00041535.jpg,NA,0.20883534136546184
UCSB-IZC00041536,0.196,0.501,hanyang,UCSB-IZC00041536.jpg,NA,0.19560878243512975
UCSB-IZC00041538,0.205,0.502,hanyang,UCSB-IZC00041538.jpg,NA,0.2041832669322709
UCSB-IZC00041544,0.219,0.501,hanyang,UCSB-IZC00041544.jpg,NA,0.218562874
UCSB-IZC00041550,0.215,0.501,hanyang,UCSB-IZC00041550.jpg,NA,0.21457085828343314
UCSB-IZC00041562,0.169,0.5,hanyang,UCSB-IZC00041562.jpg,NA,0.169
UCSB-IZC00041574,0.213,0.502,hanyang,UCSB-IZC00041574.jpg,NA,0.21215139442231076
UCSB-IZC00041623,0.201,0.5,hanyang,UCSB-IZC00041623.jpg,NA,0.201
UCSB-IZC00041624,0.215,0.502,hanyang,UCSB-IZC00041624.jpg,NA,0.21414342629482072
UCSB-IZC00041628,0.192,0.499,hanyang,UCSB-IZC00041628.jpg,NA,0.19238476953907815
UCSB-IZC00041640,0.167,0.498,hanyang,UCSB-IZC00041640.jpg,NA,0.1676706827309237
UCSB-IZC00041696,0.171,0.5,hanyang,UCSB-IZC00041696.jpg,NA,0.171
UCSB-IZC00041836,0.203,0.501,hanyang,UCSB-IZC00041836.jpg,NA,0.20259481037924154
UCSB-IZC00041841,0.211,0.5,hanyang,UCSB-IZC00041841.jpg,NA,0.211
UCSB-IZC00041859,0.209,0.498,hanyang,UCSB-IZC00041859.jpg,NA,0.20983935742971888
UCSB-IZC00041881,0.212,0.499,hanyang,UCSB-IZC00041881.jpg,NA,0.2124248496993988
UCSB-IZC00041883,0.22,0.501,hanyang,UCSB-IZC00041883.jpg,NA,0.21956087824351297
UCSB-IZC00041903,0.198,0.497,hanyang,UCSB-IZC00041903.jpg,NA,0.19919517102615694
UCSB-IZC00041904,0.194,0.501,hanyang,UCSB-IZC00041904.jpg,NA,0.1936127744510978
UCSB-IZC00041943,0.202,0.501,hanyang,UCSB-IZC00041943.jpg,NA,0.20159680638722557
UCSB-IZC00041950,0.217,0.502,hanyang,UCSB-IZC00041950.jpg,NA,0.21613545816733068
UCSB-IZC00041963,0.213,0.5,hanyang,UCSB-IZC00041963.jpg,NA,0.213
UCSB-IZC00041965,0.201,0.499,hanyang,UCSB-IZC00041965.jpg,NA,0.20140280561122245
UCSB-IZC00041967,0.215,0.498,hanyang,UCSB-IZC00041967.jpg,NA,0.21586345381526104
UCSB-IZC00041971,0.197,0.502,hanyang,UCSB-IZC00041971.jpg,NA,0.1962151394422311
UCSB-IZC00041980,0.183,0.501,hanyang,UCSB-IZC00041980.jpg,NA,0.18263473053892215
UCSB-IZC00042000,0.201,0.502,hanyang,UCSB-IZC00042000.jpg,NA,0.200199203
